[2025-04-16 01:44:10] 60m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-86j5s          Stopping container nginx
[2025-04-16 01:44:40] 31m         Normal    Started                        pod/nginx-basic-76dd66bf4f-cg8fr          Started container nginx
[2025-04-16 01:44:40] 31m         Normal    Created                        pod/nginx-basic-76dd66bf4f-cg8fr          Created container nginx
[2025-04-16 01:44:40] 31m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-cg8fr          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 31m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:44:40] 31m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:44:40] 23m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-cg8fr          Stopping container nginx
[2025-04-16 01:44:40] 22m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:44:40] 22m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-45b5r
[2025-04-16 01:44:40] 22m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-45b5r          Successfully assigned default/nginx-basic-76dd66bf4f-45b5r to worker7
[2025-04-16 01:44:40] 22m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-45b5r          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 22m         Normal    Started                        pod/nginx-basic-76dd66bf4f-45b5r          Started container nginx
[2025-04-16 01:44:40] 22m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-45b5r          Successfully pulled image "nginx:latest" in 670ms (670ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 22m         Normal    Created                        pod/nginx-basic-76dd66bf4f-45b5r          Created container nginx
[2025-04-16 01:44:40] 22m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:44:40] 22m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:44:40] 18m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-16 01:44:40] 18m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-rghsb          Successfully assigned default/nginx-basic-76dd66bf4f-rghsb to worker7
[2025-04-16 01:44:40] 18m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 18m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-rghsb
[2025-04-16 01:44:40] 18m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-rghsb          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 18m         Normal    Created                        pod/nginx-basic-76dd66bf4f-rghsb          Created container nginx
[2025-04-16 01:44:40] 18m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-rghsb          Successfully pulled image "nginx:latest" in 693ms (693ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 18m         Normal    Started                        pod/nginx-basic-76dd66bf4f-rghsb          Started container nginx
[2025-04-16 01:44:40] 14m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-rghsb          Stopping container nginx
[2025-04-16 01:44:40] 14m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-45b5r          Stopping container nginx
[2025-04-16 01:44:40] 13m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-zs48f
[2025-04-16 01:44:40] 13m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:44:40] 13m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-zs48f          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 13m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-zs48f          Successfully assigned default/nginx-basic-76dd66bf4f-zs48f to worker7
[2025-04-16 01:44:40] 13m         Normal    Created                        pod/nginx-basic-76dd66bf4f-zs48f          Created container nginx
[2025-04-16 01:44:40] 13m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-zs48f          Successfully pulled image "nginx:latest" in 681ms (681ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 13m         Normal    Started                        pod/nginx-basic-76dd66bf4f-zs48f          Started container nginx
[2025-04-16 01:44:40] 13m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:44:40] 13m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:44:40] 12m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-16 01:44:40] 12m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 12m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-8jcs6
[2025-04-16 01:44:40] 12m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-8jcs6          Successfully assigned default/nginx-basic-76dd66bf4f-8jcs6 to worker7
[2025-04-16 01:44:40] 12m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-8jcs6          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 12m         Normal    Created                        pod/nginx-basic-76dd66bf4f-8jcs6          Created container nginx
[2025-04-16 01:44:40] 12m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-8jcs6          Successfully pulled image "nginx:latest" in 686ms (686ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 12m         Normal    Started                        pod/nginx-basic-76dd66bf4f-8jcs6          Started container nginx
[2025-04-16 01:44:40] 12m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-7qdg9
[2025-04-16 01:44:40] 12m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-7qdg9          Successfully assigned default/nginx-basic-76dd66bf4f-7qdg9 to worker7
[2025-04-16 01:44:40] 12m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-7qdg9          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 12m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 3 from 2
[2025-04-16 01:44:40] 12m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 3; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 12m         Normal    Started                        pod/nginx-basic-76dd66bf4f-7qdg9          Started container nginx
[2025-04-16 01:44:40] 12m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-7qdg9          Successfully pulled image "nginx:latest" in 694ms (694ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 12m         Normal    Created                        pod/nginx-basic-76dd66bf4f-7qdg9          Created container nginx
[2025-04-16 01:44:40] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-cbmbx
[2025-04-16 01:44:40] 11m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-cbmbx          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-cbmbx          Successfully assigned default/nginx-basic-76dd66bf4f-cbmbx to worker7
[2025-04-16 01:44:40] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 3
[2025-04-16 01:44:40] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-cbmbx          Started container nginx
[2025-04-16 01:44:40] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-cbmbx          Created container nginx
[2025-04-16 01:44:40] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-cbmbx          Successfully pulled image "nginx:latest" in 689ms (689ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-ct8cc
[2025-04-16 01:44:40] 11m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-16 01:44:40] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-ct8cc          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-ct8cc          Successfully assigned default/nginx-basic-76dd66bf4f-ct8cc to worker7
[2025-04-16 01:44:40] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-ct8cc          Created container nginx
[2025-04-16 01:44:40] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-ct8cc          Started container nginx
[2025-04-16 01:44:40] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-ct8cc          Successfully pulled image "nginx:latest" in 671ms (671ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-hmzgq          Successfully assigned default/nginx-basic-76dd66bf4f-hmzgq to worker7
[2025-04-16 01:44:40] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-hmzgq          Pulling image "nginx:latest"
[2025-04-16 01:44:40] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 6 from 5
[2025-04-16 01:44:40] 11m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 6; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-hmzgq
[2025-04-16 01:44:40] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-hmzgq          Successfully pulled image "nginx:latest" in 671ms (671ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:44:40] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-hmzgq          Created container nginx
[2025-04-16 01:44:40] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-hmzgq          Started container nginx
[2025-04-16 01:44:40] 11m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 8; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:44:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-mtnth          Successfully assigned default/nginx-basic-76dd66bf4f-mtnth to worker7
[2025-04-16 01:44:40] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 8 from 6
[2025-04-16 01:44:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-ncm7h          Successfully assigned default/nginx-basic-76dd66bf4f-ncm7h to worker7
