[2025-04-22 22:25:26] 44m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:28:27] 22m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:27] 22m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:28:27] 22m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:28:27] 22m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:28:27] 22m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:27] 22m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:28:27] 22m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:28:27] 22m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:27] 22m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:27] 8m21s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:28:27] 3m21s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:28:27] 3m20s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:28:27] 3m21s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:27] 3m20s       Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:28:27] 3m20s       Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:28:27] 3m20s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:27] 3m20s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:28:27] 3m6s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:28:27] 3m6s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:28:37] 48m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:28:37] 43m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:37] 43m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:28:37] 43m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:28:37] 43m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:28:37] 43m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:37] 43m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:28:37] 43m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:28:37] 42m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:37] 42m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:37] 27m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:28:37] 22m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:37] 22m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:28:37] 22m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:28:37] 22m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:28:37] 22m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:37] 22m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:28:37] 22m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:28:37] 22m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:37] 22m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:37] 8m31s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:28:37] 3m31s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:28:37] 3m31s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:28:37] 3m31s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:37] 3m30s       Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:28:37] 3m30s       Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:28:37] 3m30s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:37] 3m30s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:28:37] 3m16s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:28:37] 3m16s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:28:47] 48m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:28:47] 43m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:47] 43m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:28:47] 43m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:28:47] 43m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:28:47] 43m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:47] 43m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:28:47] 43m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:28:47] 43m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:47] 43m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:47] 27m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:28:47] 22m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:28:47] 22m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:28:47] 22m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:28:47] 22m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:28:47] 22m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:28:47] 22m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:28:47] 22m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:28:47] 22m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:47] 22m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:28:47] 8m41s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:28:47] 3m41s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
